nohup: ignoring input
[17:59:58] === SVD (poison-only) — NO post-fit nudge ===
[18:00:02] Original users: 53,424
[18:00:02] Training baseline SVD on ORIGINAL...
[01:17:26] Scored 25,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:28] Scored 26,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:30] Scored 27,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:33] Scored 28,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:35] Scored 29,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:37] Scored 30,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:40] Scored 31,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:42] Scored 32,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:44] Scored 33,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:46] Scored 34,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:49] Scored 35,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:51] Scored 36,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:53] Scored 37,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:56] Scored 38,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:17:58] Scored 39,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:00] Scored 40,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:02] Scored 41,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:05] Scored 42,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:07] Scored 43,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:09] Scored 44,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:11] Scored 45,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:14] Scored 46,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:16] Scored 47,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:18] Scored 48,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:21] Scored 49,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:23] Scored 50,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:25] Scored 51,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:27] Scored 52,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:30] Scored 53,000/53,424 users for enhanced_Science_Fiction_50_avgonly...
[01:18:34] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_50_avgonly_15recommendation.csv (801360 rows)
[01:18:38] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_50_avgonly_25recommendation.csv (1335600 rows)
[01:18:44] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Science_Fiction_50_avgonly_35recommendation.csv (1869840 rows)
[01:18:48] [50/53] enhanced_Thriller_100_avgonly — loading & training...
[01:25:28] Scored 1,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:31] Scored 2,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:33] Scored 3,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:35] Scored 4,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:37] Scored 5,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:40] Scored 6,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:42] Scored 7,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:44] Scored 8,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:47] Scored 9,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:49] Scored 10,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:51] Scored 11,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:53] Scored 12,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:56] Scored 13,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:25:58] Scored 14,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:00] Scored 15,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:03] Scored 16,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:05] Scored 17,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:07] Scored 18,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:09] Scored 19,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:12] Scored 20,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:14] Scored 21,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:16] Scored 22,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:19] Scored 23,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:21] Scored 24,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:23] Scored 25,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:26] Scored 26,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:28] Scored 27,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:30] Scored 28,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:32] Scored 29,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:35] Scored 30,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:37] Scored 31,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:39] Scored 32,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:42] Scored 33,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:44] Scored 34,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:46] Scored 35,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:48] Scored 36,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:51] Scored 37,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:53] Scored 38,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:55] Scored 39,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:26:58] Scored 40,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:00] Scored 41,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:02] Scored 42,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:05] Scored 43,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:07] Scored 44,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:09] Scored 45,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:11] Scored 46,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:14] Scored 47,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:16] Scored 48,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:18] Scored 49,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:21] Scored 50,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:23] Scored 51,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:25] Scored 52,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:27] Scored 53,000/53,424 users for enhanced_Thriller_100_avgonly...
[01:27:31] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_100_avgonly_15recommendation.csv (801360 rows)
[01:27:36] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_100_avgonly_25recommendation.csv (1335600 rows)
[01:27:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_100_avgonly_35recommendation.csv (1869840 rows)
[01:27:45] [51/53] enhanced_Thriller_200_avgonly — loading & training...
[01:34:22] Scored 1,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:24] Scored 2,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:26] Scored 3,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:28] Scored 4,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:30] Scored 5,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:33] Scored 6,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:35] Scored 7,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:37] Scored 8,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:39] Scored 9,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:42] Scored 10,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:44] Scored 11,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:46] Scored 12,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:49] Scored 13,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:51] Scored 14,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:53] Scored 15,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:55] Scored 16,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:34:58] Scored 17,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:00] Scored 18,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:02] Scored 19,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:04] Scored 20,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:07] Scored 21,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:09] Scored 22,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:11] Scored 23,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:13] Scored 24,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:16] Scored 25,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:18] Scored 26,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:20] Scored 27,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:22] Scored 28,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:24] Scored 29,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:27] Scored 30,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:29] Scored 31,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:32] Scored 32,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:34] Scored 33,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:36] Scored 34,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:38] Scored 35,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:41] Scored 36,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:43] Scored 37,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:45] Scored 38,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:47] Scored 39,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:50] Scored 40,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:52] Scored 41,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:54] Scored 42,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:56] Scored 43,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:35:59] Scored 44,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:01] Scored 45,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:03] Scored 46,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:05] Scored 47,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:08] Scored 48,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:10] Scored 49,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:12] Scored 50,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:15] Scored 51,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:17] Scored 52,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:19] Scored 53,000/53,424 users for enhanced_Thriller_200_avgonly...
[01:36:23] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_200_avgonly_15recommendation.csv (801360 rows)
[01:36:27] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_200_avgonly_25recommendation.csv (1335600 rows)
[01:36:34] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_200_avgonly_35recommendation.csv (1869840 rows)
[01:36:37] [52/53] enhanced_Thriller_25_avgonly — loading & training...
[01:43:22] Scored 1,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:24] Scored 2,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:27] Scored 3,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:29] Scored 4,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:31] Scored 5,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:33] Scored 6,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:36] Scored 7,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:38] Scored 8,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:40] Scored 9,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:42] Scored 10,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:45] Scored 11,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:47] Scored 12,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:49] Scored 13,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:52] Scored 14,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:54] Scored 15,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:56] Scored 16,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:43:58] Scored 17,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:01] Scored 18,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:03] Scored 19,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:05] Scored 20,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:07] Scored 21,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:10] Scored 22,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:12] Scored 23,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:14] Scored 24,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:17] Scored 25,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:19] Scored 26,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:21] Scored 27,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:23] Scored 28,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:26] Scored 29,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:28] Scored 30,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:30] Scored 31,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:32] Scored 32,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:35] Scored 33,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:37] Scored 34,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:39] Scored 35,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:42] Scored 36,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:44] Scored 37,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:46] Scored 38,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:48] Scored 39,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:51] Scored 40,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:53] Scored 41,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:55] Scored 42,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:44:58] Scored 43,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:00] Scored 44,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:02] Scored 45,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:04] Scored 46,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:07] Scored 47,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:09] Scored 48,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:11] Scored 49,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:13] Scored 50,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:16] Scored 51,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:18] Scored 52,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:20] Scored 53,000/53,424 users for enhanced_Thriller_25_avgonly...
[01:45:24] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_25_avgonly_15recommendation.csv (801360 rows)
[01:45:29] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_25_avgonly_25recommendation.csv (1335600 rows)
[01:45:35] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Thriller_25_avgonly_35recommendation.csv (1869840 rows)
[01:45:39] [53/53] enhanced_Thriller_50_avgonly — loading & training...
[01:52:29] Scored 1,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:31] Scored 2,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:33] Scored 3,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:35] Scored 4,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:38] Scored 5,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:40] Scored 6,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:42] Scored 7,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:45] Scored 8,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:47] Scored 9,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:49] Scored 10,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:52] Scored 11,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:54] Scored 12,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:56] Scored 13,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:52:58] Scored 14,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:01] Scored 15,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:03] Scored 16,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:05] Scored 17,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:08] Scored 18,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:10] Scored 19,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:12] Scored 20,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:14] Scored 21,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:17] Scored 22,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:19] Scored 23,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:21] Scored 24,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:24] Scored 25,000/53,424 users for enhanced_Thriller_50_avgonly...
[01:53:26] Scored 26,000/53,424 users for enhanced_Thriller_50_avgonly...
